train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,1.4702433813176783,-7.458340278704944e-09,-1.8559868233348706,4.941295597505038,4.9481518096534245
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,4.996046199373181,-2.0249898694641923,-0.756276192893745,10.400793060743684,10.470116542247476
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,3.5793081509734295,-2.4503213692428085,-8.213142573536684e-10,7.641833224366496,7.724310774814161
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
