train set,train set size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,0.0,0.0,5.107641334314694,2.1414361551106005
gov,1,bible,0.0,0.0,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,2.2090249894139404,-9.565913681720922e-10,-3.298916593638897,0.30227309801280233,0.03083047767694988,3.867157259393315,3.9776653624765705
gov,10,flores,0.9884233041307859,0.00015038128942376804,-3.3925848459220633,-4.058340224956124e-05,-9.158507920566913e-09,2.5597570701968912,2.6270202944285974
gov,10,bible,0.0,0.0,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,2.604614230094732,-4.3887400972765025e-08,-4.44767133810582,-0.04448213733354558,1.7652502664628713,2.9770806520174746,3.3001013392338705
gov,25,flores,1.1395164345798598,-9.283063637529922e-09,-3.468766410581132,-9.369145669803809e-05,-4.9466188777086143e-05,2.8345471403653537,2.808794113267439
gov,25,bible,0.0,0.0,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,2.755475474342165,-3.297877040077953e-09,-4.596160405392778,-0.08439989573053233,2.003243460899572,3.0097563369669436,3.4162528164397536
gov,50,flores,1.273735401666719,-0.0028468932872378412,-2.3328090719680663,-0.8313264837571801,-3.4899644208081445e-06,1.0361584440769456,3.50339671519382
gov,50,bible,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,2.1221662561381898,3.038020280066595e-08,-5.314032474952397,0.04960407050038962,2.0648211149893503,1.0427078658687763,1.336142936531637
bible,1,flores,0.0,0.0,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,1.985895440054254,0.00045804571458302233,-2.9080907003215537,3.241489431062831e-08,-3.4501902429854564e-09,3.8385050546485613,3.854266232311435
bible,1,gov,0.0,0.0,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,2.432030470389565,-3.1698085524633205e-09,-3.823054989689375,-0.21837071804168545,1.3882766121886092,3.4144118791044646,3.519355074296323
bible,10,gov,0.0,0.0,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,2.6448898287857303,3.430198706112801e-08,-3.9426594993089115,-0.22568956788075367,1.4845811788268863,3.6651836051753865,4.004240304865107
bible,25,gov,0.0,0.0,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
