model,mean,min,25%,50%,75%,max
linear,13.711527979426796,13.711527979426796,13.711527979426796,13.711527979426796,13.711527979426796,13.711527979426796
poly2,13.683117910852848,13.683117910852848,13.683117910852848,13.683117910852848,13.683117910852848,13.683117910852848
poly3,13.662509071830268,13.662509071830268,13.662509071830268,13.662509071830268,13.662509071830268,13.662509071830268
exp,13.70223527118336,13.70223527118336,13.70223527118336,13.70223527118336,13.70223527118336,13.70223527118336
log,13.679833306621674,13.679833306621674,13.679833306621674,13.679833306621674,13.679833306621674,13.679833306621674
power,13.648550904145557,13.648550904145557,13.648550904145557,13.648550904145557,13.648550904145557,13.648550904145557
hmult,13.65183339036185,13.65183339036185,13.65183339036185,13.65183339036185,13.65183339036185,13.65183339036185
