c0,"c1,1","c1,2","c2,1","c2,2","c2,3",rmse,kfold rmse
37.61151677408013,0.32598293760368446,-0.0028958502533709654,-96.38001639593014,13.600853584167801,51.976839250627755,4.596974396787845,4.68318635135238
