train set,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,flores,-1.774875183253854e-09,0.9966134713883879,-0.014429975648175051,4.273497156876474,4.307376354835764
gov,bible,-4.640603368110307e-09,0.13083916415685706,-0.0016757279026642596,1.297458662638773,1.286235314673805
gov,gov,11.75684364255069,1.8815864754541012,-0.02588919285010323,6.640243190444925,6.483583995063016
bible,flores,-3.99618418535273e-10,0.11504297643460223,-9.627319792838239e-05,1.161476279866224,1.1630136927405832
bible,bible,6.884318317324829,2.776301648607226,-0.07118431756960548,5.518507188244847,5.298927058061334
bible,gov,-1.3805150553935958e-09,0.00010633999600775679,0.0026117146492457438,0.9569227775160817,0.9570115829420599
