c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
16.93180585252192,40.030717790245795,-72.75222431544393,42.940716073306895,32.14205908072625,-395.1229213495793,430.15048285953395,7.108888972248059,2.6690716640056205,0.8223352494511396,6.41865835899081,2.299142474776475,0.5461161432097561,2.3110428131146814,-1.1639211448645495,-1.5334155594919214,5.511424370820891,0.1412976130804695,-2.131027000861477,6.7857595011196965,-2.4330211932219488,-10.681452352386938,3.8094661130587517,0.560707565185705,-0.002623593731957128,4.139238008145613,4.216812594562883
