c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
104.26622381276209,0.07365539724069406,-1.4974985617633103,37.7768712270871,253.18270750313008,-32.51337350784149,-58.45998329269218,-2.692972510426454,-52.28784063438939,6.515353508213882,6.595323383288417
