train set,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,flores,8.400393181329704,-8.7370402312482e-10,-1.1148403338325115e-09,0.0001977151695413509,5.772255983999441,5.4995982360023
gov,bible,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,22.446976262417763,-4.129621694330034e-09,10.801589308140809,0.006690703227081071,9.959286481182298,10.118961756729949
bible,flores,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,17.136344258905826,-3.984971032167936e-10,7.965113104953632,-0.11114306583481157,7.581511216741492,7.586356580365796
bible,gov,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
