model,pareto,rawlsian,ka,gu,hi,si,ta
linear,True,False,5.189047362811455,5.298245601248544,4.323952530282734,5.601834102322474,5.05235061366857
poly2,True,False,5.197364531599456,5.140943942780867,4.3387338932462765,5.551586516862112,5.052816106715385
poly3,True,True,5.214978919805207,5.183554680135047,4.329093376079612,5.174434556786524,5.034109599478084
exp,True,False,5.605392774337626,6.405045694442451,5.271940535991802,3.195042440162773,4.278494876645609
log,True,False,5.407648938453161,6.4589535829051865,5.0744275587303855,3.5062659894356,4.189247780738411
power,True,False,6.497913204478915,7.833387293835919,6.687879278365848,2.9528716312649173,4.25666090767376
hmult,False,False,6.750824110378761,8.581480280378349,7.400008231230411,3.116101519989863,4.268721280779607
