c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
1.4944627016353669,1.0899511724628408,-0.0416667692918382,0.0005048173622427203,-3.7460387489095632,0.8864415506885774,0.721571125477717,0.6852160551534582,1.0661637583883492,1.2756226697128576,0.5211675709308011,12.928621550455125,12.968077800460767
