c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
8.25485944455911,0.9150673398020599,-0.035389236126046886,0.00043899802137552425,-41.42651108913203,-27.38480650781859,-15.217123697432413,-3.124737435002846,-5.750878694790653,-4.655302405672524,-1.7501161058834576,-1.75031539208773,-9.360074021672778,5.482527445870398,8.059697848190298
