,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],1.0601707419825892e-11,[-1.0],5.921121504560741e-07,[-0.5],1.6895145705615818e-06
kfold,[-0.5],0.001877082710603356,[-1.0],4.353542383477355,[-1.0],12.952785516447639
