c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-2.0363337802895436,0.2931856445577331,-0.0024898142656425157,-18.436396790125993,7.249514625461894,0.0556770746198659,-3.362478386309837,11.501397494682633,-20.818676365499964,-3.9771522532212162,4.664333933480926,4.715996305913377
