language to,c0,"c1,1","c1,2",rmse,kfold rmse
ka,3.4333847736625853,1.279326131687223,-0.03493312757201567,11.075516876158606,11.095407792300213
gu,7.8697530864044465,0.8506790123478227,-0.02043209876549082,11.436216027910502,11.468959719075281
hi,9.11377923683606,0.38105852214527847,-0.003526676060603222,12.36123630519647,12.362033460571016
si,8.968589110790479,0.4759700216016033,-0.0048217460416271505,16.9448649399473,16.945576992350937
ta,7.544858440569928,0.36526161638517574,-0.003286461330973499,13.85795824143982,13.858509705987395
