train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.585969893684034
1,bible,1.8055281024274263,-4.636417600675574e-09,-1.2958376766259334,8.472153624019253,8.570485293032622
1,gov,1.6204365199791944,-1.3379593884743025e-08,-1.5862429355409555,9.606461041071139,9.591170970619562
10,flores,1.0445246293144357,-1.9689320940572276e-09,-1.7171298899300704,5.17986864122875,5.170119863064094
10,bible,3.348287352364742,-6.6542375355116255e-09,-1.1901919110487478,13.21898801414093,13.398927484634905
10,gov,3.8085295798663212,-2.1733604157032647e-09,-1.2803939596061953,17.08971644018058,17.09322632946201
25,flores,1.1176223731046695,-7.86730514199806e-10,-1.8583584896868706,6.228790871584687,6.223897406703845
25,bible,2.1020064804704583,-2.662551471298638,-7.076993327409866e-09,14.990633431423309,15.249950274369903
25,gov,3.0418183254159556,-2.3662462198033145,-6.348801768539621e-09,18.938872030602333,18.935605858470797
50,flores,1.193172718704874,-4.802689579140445e-09,-2.5890531254720046,3.4252230608885412,3.643101260170901
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,1.120802577610408,-1.0330409710146493e-09,-3.9323055130632287,5.337261568125012,5.382794721045438
