c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
16.58004632539629,0.19523021744280872,34.09221480327729,-401.1586691959367,435.5411135671796,-0.1933151143007041,-7.602066247035486,0.7972223172883234,1.6744920890650372,-1.9588960064316152,1.5441182194976366,4.14968757336739,4.425969599027333
