c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
32.732939148899476,37.03989780839402,-67.93874838634572,41.44946076195543,-67.81150834686157,0.0,0.0,0.0,0.0,0.0,0.0,4.747265817759508,4.7901311430564295
