train set size,test set,c0,c1,rmse,kfold rmse
1,flores,4.1598445409277245,0.45980424094131944,2.3578164100298054,2.398694270713816
1,bible,9.545364396786383,0.08213300621659315,8.400923308493867,8.519036354107055
1,gov,14.565179750773947,0.474782044326661,9.565700016425549,9.714361590209236
10,flores,6.777888863884235,-0.04923466812955246,5.3943221623945,5.488155769883361
10,bible,14.166161946205245,-0.05610164773395953,13.076488801275048,13.261481750145625
10,gov,19.82311738592697,0.11503427815239393,16.93970088904293,17.1875967307551
25,flores,8.399392190942654,-0.007260307074238998,6.4748993646186,6.586952982364451
25,bible,16.558325837453218,-0.040995022188219675,14.89982232094378,15.11303875846431
25,gov,21.980309980800534,0.11272555693541232,18.81703513186542,19.08957554046275
50,flores,5.390870620525534,-1.1191115964605922,1.6036060211864598,2.9104943639791867
50,bible,0.37593390603786137,-1.9746219027477818,0.49498979905552565,0.8251969114506607
50,gov,45.63268736081774,0.0895351231617332,5.272974125387628,14.047717702081727
