train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.761079179211518,-2.0358242603459448e-09,-0.006471577003634227,0.0024808430425955932,-0.02924091875393592,0.0014042653845291685,0.0001474025731431385,8.679171513534433,9.036062187449184
1,gov,6.591638388545831,1.1479915843804387,-0.0013303447515060705,0.0018478436349774602,0.0014423261919268024,-1.2676993658627285e-09,0.0005666744592998996,9.977443665457153,9.803064748747284
10,flores,4.116422674255937,-5.227612585819268e-10,0.06064388785120991,-0.002004748472373368,3.203965885366717e-08,-0.031180966403295034,-0.04244601028860363,6.142198739437782,5.7174111108906365
10,bible,12.34863922951906,-3.366806289256639e-09,-2.572567841037669e-05,0.00042335384740424466,3.249199527430465e-05,-1.7090230901949889e-06,3.149244229867719e-05,13.31303257305784,13.631857033808794
10,gov,15.521488893865286,-3.272756646810954e-05,0.0008388314543439759,-0.00028223520271376226,-3.961141188978782e-10,-0.0005839099002238345,0.0008935852086536315,17.130960852496766,16.966891703599707
25,flores,5.69322360714337,0.007942995466198848,-5.804591892951908e-09,0.0008296870029108563,0.005539187563376567,0.0011855724056975536,0.000561882367621455,7.034484746852164,6.716605446036586
25,bible,14.629865637240444,1.1471453654889247e-08,9.925692983778477e-07,-1.0242870138017321e-10,9.08219176571509e-07,-2.108885729854028e-07,3.590749390195002e-08,15.108963179700833,15.452025217920815
25,gov,17.24978273816685,-0.0009867617823932405,-6.039619598332935e-09,-0.0004558689539806643,-9.266493623316903e-05,-0.0014767840863487494,0.0002152670924684494,19.028488771389778,18.827224159934627
50,flores,11.967650910252848,2.393914918586997e-08,1.578764482473008e-09,1.503351499844121e-08,6.371286869746692e-08,-5.18696549322106e-09,-4.688897348202037e-08,4.082897130508154,3.5979631602611546
50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,33.88754852334498,10.137283135580143,0.0004999854197160552,-1.5035715323575948e-09,0.0013178220153331488,0.00013083374443932132,-8.401097218045039e-05,5.674177328083654,5.193596536426969
