train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.003070143163253994,-9.358807217230446,2.2646845711586567,2.2954034265928756
1,bible,29.58485291722066,1.6509657103203932,8.39217029270426,8.537804491741936
1,gov,33.75748321926914,1.6905352257971509,9.613587489397817,9.77183673380242
10,flores,0.012166474652895559,-8.715069502822509,5.124179699487711,5.198233656907981
10,bible,37.22926307855227,1.2662298151515439,13.066915193091615,13.293171642101836
10,gov,89.55846424321453,2.2077596382206908,16.907595007177083,17.19026328027912
25,flores,0.0251150122365831,-7.971523739710805,6.202603466496983,6.291516335721587
25,bible,42.82689145888884,1.2614991677720808,14.887980573940599,15.145341327059906
25,gov,107.69389832808616,2.3169889809769435,18.77656734282714,19.089594339158786
50,flores,0.07716898547647091,-7.260879201935282,0.24767754165937306,3.4898214358222113
50,bible,0.0003993875870370349,-11.930786330981036,0.0755536934463295,0.6069999263691246
50,gov,340.1832000352006,2.9218484974524386,3.8084102036878034,34.270077237802944
