language to,c0,c1,rmse,kfold rmse
ka,20.44107960146047,9.118718130618186,9.99595265559983,10.019178564024614
gu,22.84678060701658,7.796715148259098,10.052389649128394,10.079294678922455
hi,25.096783401627306,9.534680713076005,10.614993637762323,10.65133030670029
si,27.04479277509357,10.73937940548349,14.781574616514934,14.800577781542957
ta,22.33708422904683,8.204445459878771,11.83806927179165,11.854813553546178
