,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-1.0],0.23569797458347258,[-1.0],1.9718420148257498,[0.0],4.355838182923146
kfold,[-0.5],0.24995709887077597,[-0.5],2.0143197530119927,[-0.5],4.619087247428628
