train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,6.102215779075556,-2.795478968637042,0.0,0.0,2.2154727046707254,2.243924389151548
gov,1,bible,-0.15525882977394753,1.8148628718307902,0.0,0.0,0.7882288764241309,0.7973273107022628
gov,1,gov,-3.993917087656837,43.04999265709905,0.0,0.0,3.0592587614975932,3.0800815826344565
gov,10,flores,26.439758250243223,-27.16874061013479,0.0,0.0,3.158441539478731,3.219093006690392
gov,10,bible,4.899178395302232,-5.320654496286816,0.0,0.0,1.227649399432302,1.2410653282576434
gov,10,gov,12.104139051233254,42.16036883611012,0.0,0.0,3.1033520774968637,3.1355613441997554
gov,25,flores,29.281116438747045,-27.915621804330325,0.0,0.0,3.6315157620426493,3.701857716153661
gov,25,bible,4.472755812986966,-3.671107804889374,0.0,0.0,1.4064379007368768,1.4195011922513152
gov,25,gov,12.83617283106882,47.906784961849944,0.0,0.0,3.7525477787122066,3.798908590496166
gov,50,flores,48.37563324561028,-63.11937140063248,0.0,0.0,0.36467310721171253,0.38674076513702704
gov,50,bible,10.618631591764405,-15.610032080179598,0.0,0.0,0.23569797477708657,0.2499629673287114
gov,50,gov,11.329080195099557,57.26211292906843,0.0,0.0,4.355838182923146,4.61935387942764
bible,1,flores,-0.22975363142477714,2.752853190686103,0.0,0.0,0.5843973125798572,0.6252267163763564
bible,1,bible,10.81423995783602,11.195531804675397,0.0,0.0,2.75361676766644,2.7863951424873528
bible,1,gov,0.5550891293224873,0.32790217323081905,0.0,0.0,0.4065827126243603,0.43898494759904794
bible,10,flores,0.205510505887002,4.282323400022887,0.0,0.0,0.9184317682549511,1.0107736321791512
bible,10,bible,23.296469981499804,7.181057807267431,0.0,0.0,3.3938247788358575,3.402467648517621
bible,10,gov,0.7671188145350318,1.3175663202056025,0.0,0.0,0.7421216104608251,0.8052312927607693
bible,25,flores,2.0480754975019293,1.0642956156061887,0.0,0.0,0.847791013883744,0.8579404614704188
bible,25,bible,24.110528743811866,14.234931024492463,0.0,0.0,3.6693372929526693,3.6761417924954496
bible,25,gov,1.4407698594982945,0.07300218347410319,0.0,0.0,0.7934650770401968,0.8044007792940032
