,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],5.554046702423546e-10,[-1.0],4.942646332656125e-08,[0.5],1.204064239940459e-07
loo,[-0.5],0.00336854744316152,[-1.0],1.1648245594027777,[-1.0],4.498118721954894
