train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,4.5575596102461065,-8.399658924795062e-10,5.6849286517305586e-06,0.00027957528852170626,2.2203164227554897,2.2882287104138705
gov,1,bible,0.7689865733995824,-1.5203952418152068e-09,-1.904765540426537e-05,-1.3867649408121499e-06,0.795111699988333,0.817570156325444
gov,1,gov,19.07380655539526,0.020948034834261255,-8.464229328272158e-10,0.002859301965170682,3.7454972476996256,3.8385457859776055
gov,10,flores,11.964252231655639,-0.3589327948916419,-8.15379990900986e-09,-0.0025258330702942204,3.436179539960547,3.54993959774718
gov,10,bible,1.987810991836638,-6.019868161276247e-09,-0.07231896787065162,0.008897186304531759,1.2575240005374764,1.294942383859333
gov,10,gov,26.641983451056383,14.058075267394209,5.421748980668227,-1.4967291756833546e-09,3.5668688144332754,3.5362960059592417
gov,25,flores,14.237880351839811,-0.009543254097602863,-5.879779047560442e-09,-0.05247298873177323,3.8920581222421493,3.9998931279557604
gov,25,bible,2.4524623341724356,-0.0005137195425303903,-4.584704825097857e-09,0.001615826449063534,1.41925447180411,1.4621379352722812
gov,25,gov,28.92007433677931,16.616496589365017,6.714971300797428,9.596057341995078e-11,4.236482268728733,4.1417281063986895
gov,50,flores,14.152925556717928,-5.480886672032208e-09,-0.006838004299865924,-6.400863228419206e-06,3.4188242301047236,3.8042492931150185
gov,50,bible,2.1166828641989843,-2.672367758980827e-09,-6.0124167950759e-08,1.058348655077483e-08,0.8744830488831994,0.9722970856396089
gov,50,gov,-0.011602115749035134,87.31858027509986,1.055679515393035e-08,0.19319604983524602,4.530141871819888,5.590381909518233
bible,1,flores,1.0812258256184335,0.0015437326190134353,-2.3916676781494537e-09,0.0012378444295037712,0.5505020922218012,0.5679486886309972
bible,1,bible,14.329007054830702,5.430170017880278,8.255210047265281e-09,-0.07839194171059558,3.0303216788465503,3.1262693752588184
bible,1,gov,0.5892649199030344,-5.271416148533938e-09,0.00017573887935787557,-3.823289282663961e-09,0.38596762528069445,0.3979506448494058
bible,10,flores,2.234764034925009,-1.5672973090296418e-09,-0.032046640915583846,-0.066346402062709,0.8247521387567891,0.8472782766258389
bible,10,bible,22.76708684002724,9.972997171873313,0.021732423727537028,1.3868591736450818e-08,3.502481746064308,3.610487801321985
bible,10,gov,1.249924890524441,-1.0947002140131135e-09,4.680464649595796e-09,3.753834057464543e-09,0.6830135551830424,0.7046937161063327
bible,25,flores,2.5629459482368353,-6.243034337483152e-10,-0.004246760304648146,-0.04656677804467191,0.8515303286129673,0.8757990697116009
bible,25,bible,24.80400835452983,12.119138117685495,4.457488512946864,-4.483697795756563e-10,3.6086976860649123,3.7566281299182647
bible,25,gov,1.4407837635760066,-4.873857271519879e-10,0.0034466646185017406,0.019542271179682262,0.7944421235670901,0.8259530806165902
