c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-0.2697458469755915,0.20726240878587665,-0.0010258146997549778,-1.4927350838064992,0.0,0.0,0.0,0.0,0.0,0.0,6.757474420677016,6.801679708916869
