,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,5.124847206191953,6.343723031060154,0.8262672436154244,0.7216761785825665,0.440097459878258
1,poly2,,-5.968256398726324,-4.749380573858124,0.9811049966384844,0.9537594211668542,0.9325983428911795
2,poly3,,-11.745901995537425,-10.527026170669224,0.9940501358025192,0.9473373397935092,0.942319035970722
3,exp,,8.690366255011583,9.909242079879784,0.6455305922135961,0.5584878285115179,0.23750104364006014
4,log,,4.554428738536215,5.773304563404416,0.8449985390809568,0.7556294011671585,0.4954756802891521
5,power,,12.800232190558084,14.019108015426285,0.19358763356260444,0.8859960131563274,0.8541985060052948
6,mult,,-3.3464570794358073,-2.1275812545676067,0.9680792145673606,0.41394619372194896,0.20356858331628158
7,hybrid_mult,,3.563067445375333,4.781943270243533,0.8728760895636101,0.7957081406483608,0.5956009841336822
8,am,,13.297629502404435,14.516505327272636,0.10924029928179979,0.28441022681774747,0.5746758931320337
9,gm,,13.32314450423563,14.542020329103831,0.10468313448526745,0.256400952219375,0.5498990277515039
10,hm,,13.346658870523326,14.565534695391527,0.10046265633319218,0.23281344034447746,0.5273036543435811
