,pareto,rawlsian,mean,min,25%,50%,75%,max
linear,False,False,13.218060459864784,11.28400661777128,11.52850706684344,12.397301992467405,13.88598112664171,16.994505495600084
poly2,False,False,13.146097534056969,11.095407792300213,11.46895971907528,12.362033460571016,13.858509705987396,16.945576992350937
poly3,True,True,13.109315550715868,11.095407792148707,11.468959718757976,12.290843977490413,13.809315383393368,16.882050881788878
exp,False,False,13.25141803701392,11.33715860384765,11.553424719070586,12.425834888410876,13.91227798182734,17.028393991913152
log,True,False,13.125038570980252,11.10975170280006,11.454027482432794,12.323359170046883,13.835559155934028,16.902495343687484
power,True,False,13.131497496841058,11.147745583472227,11.459076544730838,12.319339599841747,13.828983022431125,16.902342733729352
mult,True,False,13.131497496841058,11.147745583472227,11.459076544730838,12.319339599841747,13.828983022431125,16.902342733729352
hybrid_mult,False,False,13.169447201445772,11.22194488892779,11.493005857069509,12.34593900208504,13.8453462036839,16.941000055462624
am,False,False,13.218060459864784,11.28400661777128,11.52850706684344,12.397301992467405,13.88598112664171,16.994505495600084
gm,False,False,13.218060460201183,11.28400661911761,11.528507068230834,12.397301992228128,13.885981126291746,16.994505495137602
hm,False,False,13.218060459864784,11.28400661777128,11.52850706684344,12.397301992467405,13.88598112664171,16.994505495600084
