,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,7.629262826000719,8.84813865086892,0.9102882703777335,0.49502534606350457,2.1264870141895977e-09
1,poly2,,7.629262828184019,8.848138653052219,0.9102882703385601,0.49504803486946053,0.00030014288394593613
2,poly3,,7.6292628260007245,8.848138650868925,0.9102882703777335,0.4950253334248223,1.3617959308024397e-06
3,exp,,11.459598282345297,12.678474107213498,0.8070041633704953,0.015520797486869117,0.16375611161942333
4,log,,7.62926282600071,8.848138650868911,0.9102882703777337,0.49502534605971227,2.1664352075533472e-11
5,power,,7.62926282600072,8.84813865086892,0.9102882703777335,0.4950253460397774,3.0293895050902745e-07
6,mult,,2.9158825621522713,4.134758387020472,0.9650497552063393,0.33437992064988886,0.5446350058668974
7,hybrid_mult,,6.663252018534279,7.882127843402479,0.9260492475634007,0.6197179152880066,0.378793929629461
8,am,,13.339791927427713,14.558667752295914,0.7189008804295824,0.6712305109779194,0.6058533338608608
9,gm,,9.819561277460572,11.038437102328771,0.8609739652673044,0.570539632988427,0.5103086104061183
10,hm,,8.643587759241218,9.862463584109419,0.8901114673816244,0.49676812091948497,0.4476135051461563
