,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,0.1571188076986063,1.3759946325668069,0.9127155172413776,0.49502534605961146,4.767709475700976e-06
1,poly2,,0.1571188076985135,1.375994632566714,0.9127155172413792,0.4950253266142764,1.295608344259708e-06
2,poly3,,0.15711880769851416,1.3759946325667147,0.9127155172413792,0.49502537818794096,2.2564713637187954e-06
3,exp,,2.918673765258046,4.1375495901262465,0.8483638816716548,0.1350204593720837,0.2741840323091749
4,log,,0.15711880769853082,1.3759946325667314,0.9127155172413789,0.49502534605970455,2.8328857887156163e-06
5,power,,0.15711880769851105,1.3759946325667116,0.9127155172413792,0.49502537841297994,2.2047165852660625e-06
6,mult,,-4.616946986274243,-3.3980711614060426,0.966405594770636,0.47083174256047955,0.5961758898009074
7,hybrid_mult,,-0.7199973332095309,0.4988784916586697,0.9267594321768342,0.6251989360751159,0.3162250384906445
8,am,,5.51612396381963,6.73499978868783,0.7450738916238895,0.9431281357152188,0.7717731327821046
9,gm,,3.03851893038682,4.257394755255021,0.8446854018513905,0.40914106408368117,0.2764322770690226
10,hm,,2.7303901628237206,3.9492659876919216,0.8539678253282609,0.7042647347120824,0.4693597220436947
