model,none,train,test,train+test
linear,13.705514014137446,13.25223480106861,12.02227036574321,4.1108866862781
poly2,13.703346338008153,13.251668840520821,12.021953648753415,4.109133570968655
poly3,13.70309912991527,13.25164108187257,12.023457058701128,4.110221783364622
exp,13.700784496565175,13.249859892436326,12.020940270272712,4.1022550044037
log,13.71104675912236,13.256897464467933,12.0243050839344,4.106717187328004
power,13.705480575639182,13.254104862335396,12.019485902321307,4.096433507870056
hmult,13.711545642208156,13.258002059738185,12.047566600065174,4.1903324221487095
