train set,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,flores,7.981880145908514,2.225089608729198e-08,-0.000367612663380139,5.96559221506208,5.850592703845892
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,20.909375383631716,9.9044458289861,1.2434181894512625e-09,10.204190950123065,10.027077344189339
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,15.893047401939402,7.528249029509754,-5.295894923900734e-10,7.641805663834101,7.668884935082751
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
