language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,5.984619242958143,16.453417507700287,2.275197854298665e-09,-6.147495656806051e-07,10.886764763226708,10.922441526953573
gu,9.704697637490083,14.076885229135467,5.953369695102478e-09,-0.00024681029674682674,11.510070021303207,11.587898877292059
hi,9.25094346688212,13.146492030642097,-6.693696825013751e-09,-2.3779344926319386,12.14368324453756,12.338740783932973
si,9.486185376129178,15.71354228978866,-0.00014989844817382816,-3.734044253062071,16.472531014530304,16.835364085775783
ta,7.899949103863962,11.882163823967025,-9.735283862575742e-09,-1.4792056443212949,13.415415698894998,13.711276616022928
