c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.9281526205275,0.19361289546797325,-107.53730288304045,59.241511755018706,10.09530581351719,-10.324020711736214,1.5436355873885443,18.374589918444848,-12.283830386583356,-4.176206008675363,4.460235034526341,4.4825534922085755
