train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,2.755848758318884,-1.13289943218812,1.2658360938616292e-09,5.343123920078952,5.383792127237349
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,12.993082294358558,-0.4249863784632705,-2.6161759463690838e-08,10.19176808051924,10.411868819587665
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,8.584743637226431,-0.720659149090915,-3.481312195610042e-09,7.530398569763609,7.767301863675007
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
