train set,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,flores,8.399217873635411,-2.3382741822307192e-09,5.271577841718621e-09,-8.224092640026816e-09,1.97862472903261e-09,2.355093962469635e-09,9.674021889308006e-09,5.772782894556158,5.682687307593672
gov,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,27.293263961687924,2.085025288583196,-0.4009866895702237,-0.26990362656374056,-2.185293264946147e-09,0.22538401080220113,-0.07339597887059174,10.75754437691802,10.141604857345854
bible,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,19.80738758037584,1.9552684549855925,-0.03910704897209624,-0.2024455479323017,-8.442740113155829e-10,0.06483901614083624,-0.4456956164367893,8.566105317597723,7.420908791711327
bible,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
