c0,"c1,1","c1,2","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
17.596731523132835,18.642549302609623,-9.845087504136215,25.131442514707913,-372.94097861402724,409.3245177629667,7.418026347163814,2.8385413652583384,0.9073045986023973,6.9401001106581335,2.5665698428238075,0.8431961145903074,2.3950880118567803,-1.1483109502309383,-1.5417315262969382,5.581206875545747,-0.02759257293093762,-2.301293298565417,7.082548911722268,-2.4424250559052267,-11.016440796670175,4.600275011480549,1.0353378874729389,0.13400191356331898,4.213908516750983,4.271310546034898
