train set,c0,c1,c2,rmse,kfold rmse
gov,-1.6479893543692003e-09,-1.3996000600781953,-1.8870444342924144,14.734721834330754,14.759761308416243
bible,-2.3178156178047698e-10,-0.8732518714085077,-1.6802365954513834,12.181585661856554,12.17614538737184
