train set,test set,c0,c1,rmse,kfold rmse
gov,flores,7.585727550419182,8.90256062399218,4.190788761471592,4.229089401697956
gov,bible,1.4225066341481964,1.0295277514604437,1.2472762870520349,1.255790663042772
gov,gov,24.855743256406353,21.378276566335074,6.515926798968483,6.588219976612741
bible,flores,1.4880951611424107,1.9523813455003245,0.8270342693438199,0.8358496626990893
bible,bible,18.701699796737906,28.006807094571812,4.210645602006864,4.265519335692561
bible,gov,0.9308033227750845,0.6633265262970178,0.6917914791443377,0.6981166791052865
