train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,-3.425493701290685,-1.0457643559573297,-3.908795808306199,-1.2199849699462095,0.59931609776053,0.6358470844367277
gov,1,bible,-3.9900691265177484,-0.50811347281355,-0.6808500444590234,-1.2520909202623047,0.17256294271470402,0.18314859387901805
gov,1,gov,15.140708011459077,1.7098764486046107,-18.551631025320575,-0.8067531547715054,2.371961704305165,2.5045751776008367
gov,10,flores,-3.938493078019575,-1.8969750551023274,-1.552439414526742,-1.5696392434918571,0.04895141551136787,0.051912781109326525
gov,10,bible,-5.202227667364074,-1.1606627217532897,-1.220020782499889,-1.2436017567375786,0.27405147047369804,0.2908840295209308
gov,10,gov,32.633332535908124,83.53622274205867,-479.01196475969505,6.102757143691777,1.3028175386118725,1.3666676483522784
gov,25,flores,-2.998697946868921,-1.8995072595631963,-1.5085689514271778,-1.6627856225348023,0.08259074468968583,0.0875849108535238
gov,25,bible,-5.078721410772433,-1.0891153581226094,-1.2735642677948082,-1.328042881423849,0.38573166048747215,0.40954338952845565
gov,25,gov,35.99999979165381,92.13270122252199,-522.537055061051,6.1041037817359305,1.26332897991428,1.3084956295168702
gov,50,flores,0.6612109131709879,-2.4938084135152607,-0.8526603745401358,-1.1902395096702163,1.4503892858778862e-15,1.9807241694135924e-14
gov,50,bible,-1.005783301918821,-3.095172581687325,0.37140991996099326,0.6803082485694266,3.1401849173675503e-16,5.6377762140342116e-15
gov,50,gov,1.2338080365335198,1.6901536931872678,-1.8864404721360577,-4.956231326945842,1.5349477418661813e-14,7.105427357601002e-15
bible,1,flores,-2.2532825401989194,-0.4043813835395008,-1.5654203103436635,-0.8935346225354825,0.19691969343587715,0.3504745783777805
bible,1,bible,14.295078374261898,2.897631481562263,-71.96154405587365,4.489224201779495,1.154261389747267,1.6299600254044266
bible,1,gov,-2.4186260954867516,-0.5914222963624336,-1.3546363060097146,-0.6984219154584487,0.11367287498881182,0.20367495093507368
bible,10,flores,-2.756370097429361,-0.600731825084091,-0.8479150447676134,-1.2326965167047006,0.11343885539323748,0.2062503986857714
bible,10,bible,25.22499975839498,6.243859426061808,-557.6936292623107,58.251077050206945,0.8570784120147796,1.1839083953102427
bible,10,gov,-3.172590541367003,-0.7457916258479337,-1.3119634185434983,-0.995294248425332,0.16828840177718662,0.2986266000660723
bible,25,flores,-2.6628730622694916,-0.6257288900351208,-0.5234491730998543,-1.2883962342832609,0.14994511989258155,0.15910750262196194
bible,25,bible,29.333333317173455,6.187610172656308,-623.4885725434154,65.82486598823861,1.1390054221034718,1.183148570083478
bible,25,gov,-3.4985696962666903,-0.6676340956936585,-0.966281159338168,-1.1735508746556071,0.14413209163191215,0.15295238505123518
