,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-1.0, -0.5, 0.0]",0.02332847374079216,[-0.5],1.5991867066698724,[1.0],6.028413794342338
kfold,[1.0],0.07698003589194732,[1.0],4.334198748504827,[-1.0],14.10659157719985
