c0,c1,c2,c3,c4,c5,rmse,kfold rmse
4.049618815993321e-08,-2.107787377226491e-10,-0.007842030564203876,-0.7676826633257293,-2.3554289572678095e-08,-1.8810963244500079,13.849409978487866,13.833416440760658
