train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.662838714587297,-3.3971634157842333e-10,-0.003564384177717549,-0.02516704132691469,8.702129595805062,9.03269477882243
1,gov,6.405348812039952,2.859877774970667e-11,-0.010525028370130307,-0.03717233596766356,10.240768488021342,9.657130044681878
10,flores,4.561973360455379,2.1832286281967082e-08,1.6275446972764816e-05,-3.5604660532976157e-09,5.945124740541516,5.717129884524547
10,bible,13.021362809024163,-1.6022372441862884e-09,0.04076812532012155,-0.0001372522603747034,13.201563393524172,13.648208689999736
10,gov,15.61687893784112,0.0019361907358975434,-3.956551982775814e-10,0.034679457659175024,17.116099974274896,16.957619177453612
25,flores,5.927817186797667,-1.854146848939634e-09,-0.0001971148987230707,-3.8365565778105446e-05,6.948834012298951,6.658793767297182
25,bible,14.084592176082143,0.01229428699304608,4.116493007089037e-09,-0.015907968533981773,15.20789392745516,15.451668151843538
25,gov,18.731188304599023,5.167913718297346e-09,-0.06077955572916557,-0.006626810004008007,18.870582795116555,18.823775747813535
50,flores,10.83051505984031,-2.19842280017607e-09,0.045125857056951255,-0.026643674064670858,4.789576254649124,3.969413307397102
50,bible,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,33.56778772499073,10.672429649202693,0.012602542175827154,-1.8940495899296083e-09,5.664494552215469,5.648879322193983
