,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.7383452299751859,[-1.0],3.2166757747950654,[0.0],6.412641171570347
kfold,[1.0],0.7399189600607284,[-0.5],3.303361244845977,[0.5],6.568038819434037
