train set size,c0,c1,rmse,kfold rmse
1,4.7362447992517405,-7.727137038429063e-10,8.49470805467066,8.4901580813228
10,10.78043368130493,-2.737890081983804e-09,13.786355782742453,13.717815974134473
25,12.912711711524103,5.6396934850686755e-09,15.34774477316232,15.286805135635438
50,17.254778476247182,5.684890284466341e-10,17.386276334551344,17.925936080755804
