train set size,test set,c0,c1,rmse,kfold rmse
1,flores,-1.4240792681735854,-1.4895487088469164,2.153530118591932,2.22079113670243
1,bible,6.29944620710811,-0.9628430628979411,8.401430594602134,8.523406196415827
1,gov,4.717675444845989,-1.657071809432362,9.57358434544328,9.755782658865476
10,flores,0.43992773683645364,-1.905737158607648,5.162646285099408,5.286225305504873
10,bible,13.821283117050323,-7.116158045957145e-08,13.077872545712372,13.252339182397217
10,gov,15.634760168695166,-0.8698903822170705,16.94627265084824,17.206266156462995
25,flores,1.2773750612927888,-1.986178151858977,6.22073294622254,6.374502906808879
25,bible,16.07723084902238,-6.474571050038335e-09,14.900767919237822,15.096077737582107
25,gov,17.429262930578606,-0.9550060918126682,18.823665887847667,19.10943380221442
50,flores,1.2660293450993312e-07,-2.895340435285579,3.418578825057231,3.7971300833366066
50,bible,-7.764131874590516e-10,-0.8107036597988474,0.8754526472822397,0.9867231800160162
50,gov,-4.306751806423567e-09,-4.087723526167037,5.336873992662201,5.951273012524318
