c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
4.149549714435142,-2.0436343497378723e-09,-0.0014560056550539078,3.391983939959631,2.7101621781026997,14.048049407642448,13.879051871753495
