train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,rmse,loo rmse
cc_align,25,gov,1,flores,7.0472332181554185,2.8856147656542452,2.3010823111566205,2.4123914195176352
cc_align,25,gov,1,bible,0.8793573300438078,1.3583256901369813,0.7007519595589832,0.713831943561374
cc_align,25,gov,1,gov,21.9872299328655,1.1717901241609534,2.7919322897031047,2.7920522573885016
cc_align,25,gov,10,flores,11.845451243591315,-0.6927886480635934,3.441812693416629,3.6458320180707604
cc_align,25,gov,10,bible,2.3845354036873556,1.4598274749678335,0.8888110361280042,0.8905747061529791
cc_align,25,gov,10,gov,34.58837319255004,0.9355266127570985,3.851986019061545,3.8531710925294593
cc_align,25,gov,25,flores,13.073568602036067,-0.9518422500609811,3.5433461003847952,3.783770521814202
cc_align,25,gov,25,bible,2.827300923272191,1.3894357288567878,1.0103646176393286,1.0105820797177185
cc_align,25,gov,25,gov,38.1757611027735,0.9556739444966977,4.333296285880881,4.333787830735394
cc_align,25,gov,50,flores,8.312623425290475,-2.2434715322760996,1.3588577860506759,3.000471201139129
cc_align,25,gov,50,bible,1.9571659890894741,-0.34781660801496506,0.5826191737939762,1.5364728742377127
cc_align,25,gov,50,gov,42.192510591007455,0.6723663013554319,5.428604900082571,5.50318030651573
cc_align,25,bible,1,flores,1.381303172400351,1.4463102030123802,0.655195691388146,0.663735394629309
cc_align,25,bible,1,bible,16.986665101762853,-0.2516962155721268,2.711069251305534,2.714775393812671
cc_align,25,bible,1,gov,-0.04184985771025624,-0.04950210113354228,0.49384003188808917,0.5273595481977494
cc_align,25,bible,10,flores,2.5106643975844425,1.4028612506918725,0.913124438859173,0.928101376037866
cc_align,25,bible,10,bible,25.89877879288679,-0.7597408671867448,3.5138221632765614,3.5139596081699374
cc_align,25,bible,10,gov,1.3517784931726653,1.3293639899098657,0.84266991489673,0.8618919338402452
cc_align,25,bible,25,flores,2.744031641733433,1.376533759236198,0.9760700760422962,0.981282778815086
cc_align,25,bible,25,bible,29.74271016350279,-0.8508229589911638,3.4985495512280433,3.5004891117243986
cc_align,25,bible,25,gov,1.6926090484275162,1.3325012517430372,0.9011064612309563,0.9162715071008612
cc_align,100,gov,1,flores,6.776316196353264,-0.5904920591903693,2.1388103433883936,2.2707370242757823
cc_align,100,gov,1,bible,1.1428006060303857,1.3717125079602974,0.6818838587035609,0.6984103701344366
cc_align,100,gov,1,gov,23.592689732625363,1.124619984986305,2.3307912153622463,2.330798222861897
cc_align,100,gov,10,flores,13.49634913668431,-0.4861595505961567,3.2841076799549636,3.4623766990467897
cc_align,100,gov,10,bible,2.8937489048845815,1.336816892877531,0.8860897171969364,0.8862341942316677
cc_align,100,gov,10,gov,35.18192091072014,0.9728725120414254,3.9172130219498693,3.9172417326472737
cc_align,100,gov,25,flores,14.718388591791866,-0.7958957143420503,3.2343652683110085,3.4115150290274583
cc_align,100,gov,25,bible,3.3154317086992995,1.3432300056463464,0.9181680280788979,0.919755840108836
cc_align,100,gov,25,gov,38.613123161546156,0.9483702281061904,4.476272659750202,4.476345923209935
cc_align,100,gov,50,flores,9.707751334323646,-2.278178203041664,1.6588320500401423,3.637297542841328
cc_align,100,gov,50,bible,2.811749280710248,-0.41436446295291085,0.3952643569001026,1.0663747071719984
cc_align,100,gov,50,gov,42.33169436897728,0.6849600330464042,5.632693269417718,5.707223476864235
cc_align,100,bible,1,flores,1.5935776351883728,1.4984431125690483,0.6508509847575598,0.6594646070216211
cc_align,100,bible,1,bible,17.158839178814816,-0.6576716435077511,2.694698278899428,2.6986899391610515
cc_align,100,bible,1,gov,0.4216747607396085,0.2746556749443391,0.5582008498506014,0.5814658272029007
cc_align,100,bible,10,flores,3.0219048174400247,1.368217813225978,0.9359918135155043,0.94090328249785
cc_align,100,bible,10,bible,26.44816946493069,-0.6910277177515024,3.6235729505237426,3.623738466679512
cc_align,100,bible,10,gov,1.8087218354580834,1.3178824005314262,0.8559322700635688,0.8644433473855933
