train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,12.00815289026423,2.9766664848690207e-09,0.053914991037750354,14.814447016833098,14.92183735514382
bible,7.176400446667693,0.003570700220067048,-1.315337195954058e-09,12.248070461769581,12.354798342842793
