model,pareto,rawlsian,gov,bible
linear,False,False,14.484652273481649,12.021854673461952
poly2,False,False,14.484595081019444,12.020855885861415
poly3,True,True,14.483679176044138,12.020053001169767
exp,False,False,14.488216079911371,12.020286243891054
log,False,False,14.487428638709076,12.025552919144795
power,False,False,14.487707613401478,12.025293690250988
hmult,False,False,14.489613056896411,12.028566268784598
