c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2",rmse,kfold rmse
4.222093086028054,-8.190755835937949e-11,-1.5616494894726485e-05,0.0001308114971083965,2.2335968657857927e-05,2.455801310897706e-05,5.78708632423045e-06,3.44753426457592,2.750436639327685,-9.03901837160847e-06,-2.4829364214026264e-05,14.01680873522038,13.987606685436942
