train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,12.660703857997518,4.872998297567117e-06,2.472570816432112e-06,4.0349173547090845e-06,-2.736288542732935e-07,1.5066049924374447e-11,-1.8792268957159897e-05,14.691716866624342,14.805190913313
bible,7.0298698193439435,-1.5831132083421549e-09,3.6233832255772e-07,-5.3609308040054196e-08,5.801092112624573e-07,1.5639096666240347e-06,-2.296076345117084e-07,12.277496810623997,12.437930616451764
