train set,c0,c1,c2,rmse,kfold rmse
gov,1.7736097182014494,-2.743727957379815,-5.040619775437253e-09,14.521434251454238,14.550344479239557
bible,1.855479180263828,-1.8517582889759066,1.1940887906256228e-08,12.046857880466886,12.041141232451887
