c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
22.6544818679254,0.34353911589496916,-0.003422906486994483,-106.62904741074767,57.84517231059947,9.3889979307421,3.535479459626131,1.070547418747801,9.188569628669214,3.5968818560818394,1.3305524161249522,3.29526044699788,-1.2805911399724286,-1.763355082785205,6.5842055792288585,-0.7291496886512963,-3.5879028267810438,9.542544225326488,-2.2573823833143467,-12.874987258213606,7.615675181211959,2.613793225896888,0.9144197501673929,4.336614097403462,4.467043981623707
