c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
27.173889253417233,0.6583025927447366,-30.798261578742842,-196.77050703395594,244.78764912439541,11.963796462949198,4.977541224980341,11.541687833376265,4.8365284520715965,3.224320766841157,-2.1420914359546583,4.630841066990536,-4.4564299491109685,2.9627863287158362,-18.838664953643843,12.802327907750241,5.679964411371262,4.953357319085648,5.007600378976544
