c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
11.895936434699525,1.5644438702503336,-1.4947122261970958,4.918502390819648,1.8417136386853377,3.222930854495873,0.3261284945388438,-0.6996428307615619,-3.0416336140613347,2.404472316430327,-1.6870463710621546,-3.0251902398904384,-16.454067307411552,-1.84105184640484,-2.716354189190346,6.531645947920014,6.5929852844986545
