train set,c0,c1,c2,c3,rmse,kfold rmse
gov,12.612445676107496,-1.8579525636592675e-09,-0.034693266171687984,-0.06896213515790484,14.703923895421138,14.83513238639212
bible,5.860145424047112,0.39899052833462384,-6.392093652934807e-09,-0.20415322769175462,12.519199009577102,12.218216527424168
