train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,c5,rmse,kfold rmse
cc_align,25,gov,1,flores,-6.558007570583033,1.4778322836388695,0.15934413380373194,-11.186406236785242,-28.568229063728758,-8.9894275673068,9.973226894583347e-09,0.8099536631976659
cc_align,25,gov,1,bible,-2.6966801526000914,1.172501830540235,1.0083100603975939,-3.433784009248636,-5.248925450718597,-4.037116894488864,4.2933691312402854e-08,0.3490120087182243
cc_align,25,gov,1,gov,35.61595252296279,-7.545655461111034,8.164011548977307,12.135119084008211,-47.96651633340405,10.543768190643746,2.821642773464963e-08,1.724834774438037
cc_align,25,gov,10,flores,-20.470167377868446,2.8738542023465063,-5.2590392076572465,-15.480885204789221,-16.846883100316415,-25.41100585655218,4.9041730382197376e-08,2.083545827031684
cc_align,25,gov,10,bible,2.3343741147038197,-0.5865747906564317,3.888733779878846,-9.216858933786376,-11.545742040901397,1.201792745058674,4.007115503790046e-08,0.21243013780584152
cc_align,25,gov,10,gov,52.386735168650844,-10.84143537925532,1.9752428410281546,35.20223119233112,-44.38404149004057,12.987010636802758,6.093485398343931e-08,2.176260699495804
cc_align,25,gov,25,flores,-22.615323312594832,2.9428709198778544,-6.911215045769465,-15.490172996348825,-11.80748319667967,-28.31088137252669,4.2687114945349054e-08,2.297702084040357
cc_align,25,gov,25,bible,2.445084471470921,-0.7797744263355115,4.62156111731471,-9.6524127809431,-11.318907200569626,0.5247691192121233,3.63503921888316e-08,0.22120474762987388
cc_align,25,gov,25,gov,56.98999776464696,-11.767113774263208,1.2540758876576057,41.974038920315365,-43.68852016811641,12.583269119421454,4.355609415196892e-08,2.2766620825410055
cc_align,25,gov,50,flores,1.1247942611339679,-3.0398297460201933,-8.08276356912189,-17.303390857505278,1.8062726795307342,0.8856549901389836,1.796727163475586e-08,0.4436551354805889
cc_align,25,gov,50,bible,1.8484492171310862,-0.6835558171374952,0.8248264071108536,-5.399081549747978,2.1811479437411854,0.22257345548554955,3.712563267511265e-08,0.6879019584584214
cc_align,25,gov,50,gov,28.244742964658517,-6.0513624376981525,-9.225173562880048,53.97847781643335,-8.782506294335514,-23.964107308550037,2.787673132148406e-09,3.7422889096056124
cc_align,25,bible,1,flores,0.7122635283959943,0.2947494111672117,2.1509228549671895,-5.414603415877166,-9.522247933636033,-0.27366153597571474,5.270071387449195e-08,0.012798081991524365
cc_align,25,bible,1,bible,39.784151478302775,-7.522403832628598,5.374708001854872,10.731041876573528,-53.03228838983015,22.338407994415952,3.817597217222865e-08,2.272990000571202
cc_align,25,bible,1,gov,-0.768499916280268,0.8602304887795323,0.4932629541431529,-3.7421846554634453,-6.783398448048707,-0.9375820456425595,5.7237376207419005e-08,0.15919048032048172
cc_align,25,bible,10,flores,-2.2461077163458043,0.6486213580937636,1.5832703499005765,-5.840065890430918,-7.232958646228429,-4.242452083244629,1.2745706224647781e-08,0.2956811069696398
cc_align,25,bible,10,bible,54.528028621417356,-11.063937168602344,3.1919009465844694,21.9196689747784,-53.30381667885245,27.673792409646197,7.749067128382784e-08,2.985234298556084
cc_align,25,bible,10,gov,-1.3593990789161365,1.00441390869746,1.4999638916392688,-3.7172487218551518,-10.79404256380399,-2.9753205144937755,2.118887549693326e-09,0.27043841634863314
cc_align,25,bible,25,flores,-1.7956474728876224,0.3155863120886677,2.416071848716442,-6.66743672423065,-5.757075316269178,-4.2493245256084275,1.9595849577908495e-08,0.22638106913702188
cc_align,25,bible,25,bible,58.005840585580714,-12.488705383415814,2.737102101556299,22.899439787306413,-50.027804996591506,27.982133144117928,3.283009070527802e-08,3.175133413627704
cc_align,25,bible,25,gov,-1.3966339745992762,0.8689904602912892,1.8387800717402045,-4.266343059348457,-10.415688450821968,-3.3539277410401733,8.188200582903955e-09,0.265383569511281
cc_align,100,gov,1,flores,-6.10240624418878,0.9407098372273967,-0.638463975117472,-11.975071086707823,-23.962368694096853,-8.720081653487595,4.078601628908708e-08,0.7462859471143902
cc_align,100,gov,1,bible,-2.5868905403128317,1.1406799652177912,0.7716321164888206,-3.271689309141138,-5.328473667041659,-4.02639580049166,7.924569763679678e-08,0.35215636566218644
cc_align,100,gov,1,gov,36.690489172247354,-8.243418976674086,6.244265819137541,12.83347150702151,-39.545917464182004,11.30833803764784,4.790540527452971e-09,1.8170079402320984
cc_align,100,gov,10,flores,-14.269254751797568,1.4526045164787487,-3.1719556388587082,-15.80686094250259,-23.455992529745817,-20.591833666600763,3.3452794165444714e-08,1.588050440835799
cc_align,100,gov,10,bible,5.238022984150447,-0.9998527598967095,4.733989569184012,-7.168508180551373,-15.130970416505248,2.6318532989797014,3.0798000565834535e-08,0.371754353523991
cc_align,100,gov,10,gov,55.614165523925124,-11.691907676695608,3.477545256417955,34.412675558309644,-46.79673809519669,15.537584455007114,3.976091757153908e-08,2.4645254867055892
cc_align,100,gov,25,flores,-14.135567488869924,0.6121467131388436,-3.3508919218668787,-18.36428585130285,-16.61258182163904,-20.820163533981376,5.1635881406773145e-08,1.4962291329618547
cc_align,100,gov,25,bible,6.6041909107600825,-1.5726707145166672,5.674659176871836,-8.370133462684162,-14.308379021721185,3.660175775887179,8.234946099295931e-08,0.528729930639644
cc_align,100,gov,25,gov,61.07267583283301,-12.660568530339027,2.253787409075874,42.59771065044156,-45.199931316276675,15.99008586125988,4.383924162694035e-08,2.6113978716254236
cc_align,100,gov,50,flores,1.3770546154699306,-3.7090891679152462,-7.626046561510856,-20.3156528988339,2.496612777673412,0.6544868713401885,9.32038232717052e-09,0.8318129449902516
cc_align,100,gov,50,bible,2.4286007196837915,-0.7314797090547686,0.25437113172420117,-3.5821241286452645,1.7521748753237674,-0.30901357426435083,3.666683794096589e-08,0.48874050362121213
cc_align,100,gov,50,gov,28.624315213532135,-5.9390234784385685,-9.471844277403548,55.90534264957386,-9.161073304173634,-24.311914055942953,9.134257950992087e-09,3.9255930908115864
cc_align,100,bible,1,flores,0.3683544365527599,0.2688932173076929,2.0027055511637992,-5.669947915655248,-8.346779671190273,-0.6610407509491535,5.278802702429147e-08,0.03431726385346096
cc_align,100,bible,1,bible,39.26729067959202,-7.376555845065805,3.422064545822515,13.050095742466109,-48.79627327597555,21.454710000974508,3.755904481803461e-08,2.1628097727327136
cc_align,100,bible,1,gov,-1.3309467318565822,0.8891241880497214,0.5799122250038475,-4.163652121554398,-6.476562663352835,-1.6872895839730382,4.6428651336427414e-08,0.20344013559772395
cc_align,100,bible,10,flores,-0.7312310228315431,0.11126307220525622,2.5824656269768043,-6.371641646281434,-6.941964715344909,-3.4741870773963313,2.6097789240602976e-08,0.15411873378720198
cc_align,100,bible,10,bible,55.434747017002884,-11.158090568318263,2.9938673777526135,23.86166749370941,-52.85942841288581,27.584707457547516,4.2733993636546066e-08,2.9958611269122666
cc_align,100,bible,10,gov,0.3761850564709857,0.47222204691073166,2.4987510497658825,-4.249732225332212,-11.451958799811589,-1.8603510898280338,6.153034602664735e-08,0.11284474249143395
cc_align,100,bible,25,flores,-0.7782987780208088,0.0172312656917545,3.307462199731376,-6.82462296202603,-7.660193789348633,-4.168509074062552,5.404091474568924e-08,0.1617237238564804
cc_align,100,bible,25,bible,58.004446240331326,-12.522668363311494,2.2000771518022573,22.542131583017113,-50.60176187816301,28.252270870572605,5.554392559065043e-08,3.1724630634224082
cc_align,100,bible,25,gov,1.0485785637088243,0.15689681229406327,3.4804134510669726,-4.820327324807625,-11.151878291630299,-1.8260285712877973,5.676419380327227e-08,0.04068734146801295
gov,25,bible,1,flores,-4.988285854834376,1.2764029407270243,0.2764171079270223,-5.844158076407604,-3.268956424701877,-5.810268253074115,6.790395703815315e-09,0.49335367830445465
gov,25,bible,1,bible,29.87295796279626,-5.430465493690387,-0.6199858654157093,14.53585312087893,-37.09693196933685,12.761690023117298,6.276766378015517e-08,1.3380888988929454
