,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],1.3897998011292588e-10,[0.0],3.0992382058051006e-08,[0.5],8.221718543213035e-08
loo,[0.5],0.004308250804181951,[1.0],1.3608733885284487,[-1.0],3.7622719320795595
