,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,25.415096561012568,26.633972385880767,0.5487794444761309,0.9037431485816024,0.9931566561679628
1,poly2,,25.415096561012568,26.633972385880767,0.5487794444761308,0.9037431483663025,0.9931566559881927
2,poly3,,25.415096562439306,26.633972387307505,0.5487794443473758,0.9037752396814271,0.9931827699899961
3,exp,,25.415096561012664,26.633972385880863,0.5487794444761223,0.9037434217718783,0.9931568807600367
4,log,,25.415096561012568,26.633972385880767,0.5487794444761308,0.9037431483677433,0.9931566559894419
5,power,,25.415096561012568,26.633972385880767,0.5487794444761309,0.9037431479584366,0.9931566556534585
6,mult,,25.415096561012568,26.633972385880767,0.5487794444761308,0.903743148366133,0.9931566559880439
7,hybrid_mult,,25.415096561012568,26.633972385880767,0.5487794444761308,0.9037431483656245,0.9931566559875086
8,am,,25.793288868047785,27.012164692915984,0.513325891182274,0.6976291603561927,0.5483694685567411
9,gm,,26.801710224183132,28.02058604905133,0.4045728844772074,0.3068220566290077,0.04107966247302236
10,hm,,27.556137412012095,28.775013236880294,0.30759958213690675,0.44136108069823515,0.2626936528662679
