,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,-0.4317963705834087,0.7870794542847919,0.7540983606557377,0.7243774838547853,0.8394788834899279
1,poly2,,-0.4317963705834087,0.7870794542847919,0.7540983606557377,0.7243774861142931,0.8394788858052805
2,poly3,,-0.4317963704123038,0.7870794544558968,0.7540983606473227,0.7243809185087408,0.83948240303593
3,exp,,-0.010966896608356258,1.2079089282598443,0.7325058998159666,0.33970713833462646,0.4766316021394853
4,log,,-0.4317963705834087,0.7870794542847919,0.7540983606557377,0.7243774861132284,0.8394788858041897
5,power,,-0.4317963705834087,0.7870794542847919,0.7540983606557377,0.7243774861131254,0.8394788858040837
6,mult,,-0.43179637058340914,0.7870794542847914,0.7540983606557377,0.7243774861132031,0.8394788858041651
7,hybrid_mult,,-0.4317963705834087,0.7870794542847919,0.7540983606557377,0.7243774864669044,0.8394788861666078
8,am,,-0.35305458443688753,0.865821240431313,0.7501951599659853,0.9644333909129699,0.8911242500016455
9,gm,,0.18947343186901033,1.408349256737211,0.721564738980334,0.09092355367757855,0.22036812810816733
10,hm,,1.4456486638353088,2.6645244887035093,0.6420402239110254,7.028912133922405e-05,0.005257864236354982
