,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,8.98947610857824,9.18670068591446,0.21064139941690962,0.0,
1,poly2,,8.989476108578243,9.186700685914463,0.21064139941690851,0.0,
2,poly3,,8.989476108791385,9.186700686127605,0.21064139936082704,0.0,
3,exp,,8.989476108578238,9.186700685914458,0.21064139941690962,0.0,
4,log,,8.98947610857824,9.18670068591446,0.21064139941690962,0.0,
5,power,,8.989476108578238,9.186700685914458,0.21064139941690962,0.0,
6,mult,,8.98947610857824,9.18670068591446,0.21064139941690962,0.0,
7,hybrid_mult,,8.98947610857824,9.18670068591446,0.21064139941690962,0.0,
8,am,,8.989476111415295,9.186700688751515,0.21064139867042464,0.0,
9,gm,,8.989476109357243,9.186700686693463,0.2106413992119388,0.0,
10,hm,,8.989476108578614,9.186700685914834,0.21064139941681082,0.0,
