train set size,c0,c1,c2,rmse,kfold rmse
1,-1.1983017084344595e-10,-2.602763524776416,-0.00011725435870304022,8.160384051671882,8.1644540834732
10,-9.168710649459613e-10,-3.5510007558381025,-0.08146463000481723,13.612437608004416,13.68028160992118
25,-1.3162873678060727e-09,-3.6952699236146547,-6.375198136649001e-09,15.260871561356,15.27616794737529
50,-2.652467626946739e-09,-4.078804710758847,0.45646703818433537,17.441412268172602,17.677421085537922
