c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
24.48025881109363,9.371520254642304,-107.72330223656039,59.4930555670485,9.470681362566486,3.0766864106792666,0.543532262591248,8.55530700302657,2.537224096094455,0.44605287935011734,2.4746901686421334,-2.4767367864129253,-2.7217103934654214,8.068564771644185,0.04638810507868637,-3.4506053912695505,10.791897908485975,-1.5251931509046848,-12.611810397058413,2.3837207958347655,-1.2694479916705663,-1.1736584442238682,4.399594063664425,4.437611999285979
